Sample,X(ms) [09.03.2026 23:20:33 132 UTC],"Pallet sensor (front)[%I2.2]","Pallet Loading sensor[%I2.0]","MEDSM_Load Sensor[%I2.1]","Pallet Belt +[%Q5.2]"
569,1773098469815.496100,0,0,0,1
570,1773098469881.391200,0,0,0,1
571,1773098469945.149300,0,0,0,1
572,1773098470009.553300,0,0,0,1
573,1773098470073.666500,0,0,0,1
574,1773098470141.142700,0,0,0,1
575,1773098470202.521000,1,1,1,1
576,1773098470266.974400,1,1,1,1
577,1773098470331.456900,0,0,0,1
578,1773098470395.849700,0,0,0,1
579,1773098470462.913000,0,0,0,1
580,1773098470529.772400,0,0,0,1
581,1773098470589.951000,0,0,0,1
582,1773098470653.672100,0,0,0,1
583,1773098470718.182600,0,0,0,1
584,1773098470782.174300,0,0,0,1
585,1773098470846.845900,0,0,0,0
586,1773098470912.406600,0,0,0,0
587,1773098470978.796100,0,0,0,0
588,1773098471040.714300,0,0,0,0
589,1773098471105.707500,0,0,0,0
590,1773098471170.052700,0,0,0,0
591,1773098471234.258400,0,0,0,0
592,1773098471298.895400,0,0,0,0
593,1773098471363.571400,1,1,1,0
594,1773098471428.118200,1,1,1,0
595,1773098471492.292300,0,0,0,0
596,1773098471556.772500,0,0,0,0
597,1773098471623.421600,0,0,0,0
598,1773098471687.494000,0,0,0,0
599,1773098471750.333100,0,0,0,0
600,1773098471815.390200,0,0,0,0
601,1773098471878.839900,0,0,0,0
602,1773098471945.869800,0,0,0,0
603,1773098472008.066900,0,0,0,0
604,1773098472072.564800,0,0,0,0
605,1773098472138.841000,0,0,0,0
606,1773098472201.419900,0,0,0,0
607,1773098472266.972900,0,0,0,0
608,1773098472329.970600,0,0,0,0
609,1773098472394.236700,0,0,0,0
610,1773098472459.446600,1,1,1,0
611,1773098472524.569000,1,1,1,0
612,1773098472588.820700,1,1,1,0
613,1773098472655.005800,1,1,1,0
614,1773098472717.436800,0,0,0,0
615,1773098472782.435400,0,0,0,0
616,1773098472845.855300,0,0,0,0
617,1773098472910.343900,0,0,0,0
618,1773098472975.237100,0,0,0,0
619,1773098473041.045300,0,0,0,0
620,1773098473106.456200,0,0,0,0
621,1773098473169.698900,0,0,0,0
622,1773098473232.782000,0,0,0,0
623,1773098473296.907900,0,0,0,0
624,1773098473361.639300,0,0,0,0
625,1773098473426.250500,0,0,0,0
626,1773098473490.615200,0,0,0,0
627,1773098473556.849000,1,1,1,0
628,1773098473619.171100,0,0,0,0
629,1773098473685.074600,1,1,1,0
630,1773098473747.877600,0,0,0,0
631,1773098473812.137900,0,0,0,0
632,1773098473876.855000,0,0,0,0
633,1773098473943.845900,0,0,0,0
634,1773098474005.762800,0,0,0,0
635,1773098474071.273900,0,0,0,0
636,1773098474134.931900,0,0,0,0
637,1773098474199.450300,0,0,0,0
638,1773098474263.504600,0,0,0,0
639,1773098474328.649100,0,0,0,0
640,1773098474393.044700,0,0,0,0
641,1773098474457.676500,0,0,0,0
642,1773098474524.659800,0,0,0,0
643,1773098474586.492600,0,0,0,0
644,1773098474651.428100,0,0,0,0
645,1773098474716.662500,0,0,0,0
646,1773098474780.078200,0,0,0,0
647,1773098474844.221200,0,0,0,0
648,1773098474908.851800,1,1,1,0
649,1773098474975.459400,1,1,1,0
650,1773098475038.008900,0,0,0,0
651,1773098475102.101200,0,0,0,0
652,1773098475167.030200,0,0,0,0
653,1773098475231.610600,0,0,0,0
654,1773098475295.335100,0,0,0,0
655,1773098475360.545600,0,0,0,0
656,1773098475427.423500,0,0,0,0
657,1773098475491.154600,0,0,0,0
658,1773098475555.589800,0,0,0,0
659,1773098475618.138700,0,0,0,0
660,1773098475682.482700,0,0,0,0
661,1773098475746.503600,0,0,0,0
662,1773098475811.578100,0,0,0,0
663,1773098475875.687200,0,0,0,0
664,1773098475941.955100,0,0,0,0
665,1773098476004.738200,0,0,0,0
666,1773098476070.529900,0,0,0,0
667,1773098476133.487300,1,1,1,0
668,1773098476198.087300,1,1,1,0
669,1773098476262.216500,0,0,0,0
670,1773098476327.296200,0,0,0,0
671,1773098476391.415700,0,0,0,0
672,1773098476459.032000,0,0,0,0
673,1773098476520.730500,0,0,0,0
674,1773098476584.708100,0,0,0,0
675,1773098476648.910000,0,0,0,0
676,1773098476713.580000,0,0,0,0
677,1773098476778.567300,0,0,0,0
678,1773098476844.908300,0,0,0,0
679,1773098476906.811400,0,0,0,0
680,1773098476972.684400,0,0,0,0
681,1773098477035.950600,0,0,0,0
682,1773098477100.096200,0,0,0,0
683,1773098477164.347300,0,0,0,0
684,1773098477229.661400,0,0,0,0
685,1773098477293.940100,0,0,0,0
686,1773098477358.744600,0,0,0,0
687,1773098477422.812600,1,1,1,0
688,1773098477487.309600,1,1,1,0
689,1773098477551.630200,0,0,0,0
690,1773098477615.563600,0,0,0,0
691,1773098477682.502700,0,0,0,0
692,1773098477744.974900,0,0,0,0
693,1773098477809.351100,0,0,0,0
694,1773098477873.960600,0,0,0,0
695,1773098477938.834300,0,0,0,0
696,1773098478002.840000,0,0,0,0
697,1773098478068.990200,0,0,0,0
698,1773098478132.498800,0,0,0,0
699,1773098478196.096800,0,0,0,0
700,1773098478260.461400,0,0,0,0
701,1773098478324.592900,0,0,0,0
702,1773098478390.533400,0,0,0,0
703,1773098478457.595700,1,1,1,1
704,1773098478518.128200,0,0,0,1
705,1773098478582.521300,0,0,0,1
706,1773098478647.377100,0,0,0,1
707,1773098478711.889300,0,0,0,1
708,1773098478775.826500,0,0,0,1
709,1773098478840.837100,0,0,0,1
710,1773098478907.637800,0,0,0,1
711,1773098478970.081100,0,0,0,1
712,1773098479034.884400,0,0,0,1
713,1773098479097.817800,0,0,0,1
714,1773098479162.431400,0,0,0,1
715,1773098479227.022000,0,0,0,1
716,1773098479292.100200,0,0,0,1
717,1773098479358.637600,0,0,0,1
718,1773098479420.748300,0,0,0,1
719,1773098479484.445100,1,1,1,1
720,1773098479549.035000,1,1,1,1
721,1773098479613.430700,0,0,0,1
722,1773098479678.039100,0,0,0,1
723,1773098479745.671600,0,0,0,1
724,1773098479806.738200,0,0,0,1
725,1773098479873.868900,0,0,0,1
726,1773098479935.689200,0,0,0,1
727,1773098480000.079400,0,0,0,1
728,1773098480064.418500,0,0,0,1
729,1773098480129.604300,0,0,0,1
730,1773098480193.773800,0,0,0,1
731,1773098480260.153500,0,0,0,1
732,1773098480322.632600,0,0,0,1
733,1773098480387.159800,0,0,0,1
734,1773098480451.153000,0,0,0,1
735,1773098480515.957700,0,0,0,1
736,1773098480581.001300,0,0,0,1
737,1773098480645.138700,1,1,1,1
738,1773098480709.614300,1,1,1,1
739,1773098480776.511200,1,1,1,1
740,1773098480838.485400,0,0,0,1
741,1773098480902.550400,0,0,0,1
742,1773098480966.827500,0,0,0,1
743,1773098481032.734700,0,0,0,1
744,1773098481096.188200,0,0,0,1
745,1773098481160.861400,0,0,0,1
746,1773098481224.922200,0,0,0,1
747,1773098481291.558400,0,0,0,1
748,1773098481353.691400,0,0,0,1
749,1773098481419.271300,0,0,0,1
750,1773098481482.637800,0,0,0,1
751,1773098481547.310600,0,0,0,1
752,1773098481611.802100,0,0,0,1
753,1773098481676.323600,1,1,1,1
754,1773098481741.229400,1,1,1,1
755,1773098481805.468800,0,0,0,1
756,1773098481869.658800,0,0,0,1
757,1773098481935.161500,0,0,0,1
758,1773098481998.501100,0,0,0,1
759,1773098482062.687800,0,0,0,1
760,1773098482127.292800,0,0,0,1
761,1773098482191.865700,0,0,0,1
762,1773098482256.285100,0,0,0,1
763,1773098482324.089700,0,0,0,1
764,1773098482386.459100,0,0,0,1
765,1773098482450.040800,0,0,0,1
766,1773098482514.703100,0,0,0,0
767,1773098482579.401500,0,0,0,0
768,1773098482643.780000,0,0,0,0
769,1773098482709.288300,0,0,0,0
770,1773098482774.690900,0,0,0,0
771,1773098482837.727200,1,1,1,0
772,1773098482902.223300,1,1,1,0
773,1773098482966.326600,0,0,0,0
774,1773098483030.801100,0,0,0,0
775,1773098483095.101500,0,0,0,0
776,1773098483159.945400,0,0,0,0
777,1773098483225.269300,0,0,0,0
778,1773098483288.950700,0,0,0,0
779,1773098483355.771400,0,0,0,0
780,1773098483418.200800,0,0,0,0
781,1773098483481.926900,0,0,0,0
782,1773098483546.647300,0,0,0,0
783,1773098483611.455700,0,0,0,0
784,1773098483675.753300,0,0,0,0
785,1773098483741.036300,0,0,0,0
786,1773098483805.254800,0,0,0,0
787,1773098483871.574800,1,1,1,0
788,1773098483933.330300,1,1,1,0
789,1773098483998.115500,1,1,1,0
790,1773098484062.551200,0,0,0,0
791,1773098484126.774400,0,0,0,0
792,1773098484192.381800,0,0,0,0
793,1773098484258.843700,0,0,0,0
794,1773098484321.997500,0,0,0,0
795,1773098484385.076000,0,0,0,0
796,1773098484449.291100,0,0,0,0
797,1773098484513.656600,0,0,0,0
798,1773098484578.241500,0,0,0,0
799,1773098484643.137200,0,0,0,0
800,1773098484708.018800,0,0,0,0
801,1773098484773.513500,0,0,0,0
802,1773098484836.077100,0,0,0,0
803,1773098484900.596900,0,0,0,0
804,1773098484965.198600,0,0,0,0
805,1773098485029.888600,1,1,1,0
806,1773098485094.051200,1,1,1,0
807,1773098485159.042500,0,0,0,0
808,1773098485225.826200,1,1,1,0
809,1773098485287.504400,0,0,0,0
810,1773098485351.968300,0,0,0,0
811,1773098485416.658300,0,0,0,0
812,1773098485481.217600,0,0,0,0
813,1773098485547.881700,0,0,0,0
814,1773098485611.840300,0,0,0,0
815,1773098485674.950600,0,0,0,0
816,1773098485742.606800,0,0,0,0
817,1773098485803.530700,0,0,0,0
818,1773098485867.937200,0,0,0,0
819,1773098485932.476700,0,0,0,0
820,1773098485996.642300,0,0,0,0
821,1773098486061.601900,0,0,0,0
822,1773098486125.791000,1,1,1,0
823,1773098486192.606800,1,1,1,0
824,1773098486255.688300,1,1,1,0
825,1773098486318.828700,1,1,1,0
826,1773098486383.761500,0,0,0,0
827,1773098486448.179500,0,0,0,0
828,1773098486512.361800,0,0,0,0
829,1773098486579.359100,0,0,0,0
830,1773098486642.244400,0,0,0,0
831,1773098486705.590400,0,0,0,0
832,1773098486770.293600,0,0,0,0
833,1773098486834.433800,0,0,0,0
834,1773098486899.157500,0,0,0,0
835,1773098486964.513200,0,0,0,0
836,1773098487028.534200,0,0,0,0
837,1773098487093.949100,0,0,0,0
838,1773098487157.551400,0,0,0,0
839,1773098487221.830900,0,0,0,0
840,1773098487286.208500,0,0,0,0
841,1773098487352.440200,0,0,0,0
842,1773098487415.452000,0,0,0,0
843,1773098487480.029100,0,0,0,0
844,1773098487545.274800,0,0,0,0
845,1773098487608.658100,1,1,1,0
846,1773098487673.428600,1,1,1,0
847,1773098487737.486300,0,0,0,0
848,1773098487802.574700,0,0,0,0
849,1773098487867.224600,0,0,0,0
850,1773098487932.622000,0,0,0,0
851,1773098487997.687100,0,0,0,0
852,1773098488060.052200,0,0,0,0
853,1773098488124.851000,0,0,0,0
854,1773098488189.028300,0,0,0,0
855,1773098488253.842900,0,0,0,0
856,1773098488318.098600,0,0,0,0
857,1773098488382.712700,0,0,0,0
858,1773098488446.967200,0,0,0,0
859,1773098488515.622100,0,0,0,0
860,1773098488577.373600,0,0,0,0
861,1773098488642.426100,0,0,0,0
862,1773098488706.181100,0,0,0,0
863,1773098488770.662300,1,1,1,1
864,1773098488836.642100,1,1,1,1
865,1773098488902.156400,1,1,1,1
866,1773098488963.836200,0,0,0,1
867,1773098489028.244300,0,0,0,1
868,1773098489092.754900,0,0,0,1
869,1773098489157.337900,0,0,0,1
870,1773098489222.012600,0,0,0,1
871,1773098489286.316000,0,0,0,1
872,1773098489352.419800,0,0,0,1
873,1773098489415.024200,0,0,0,1
874,1773098489479.489800,0,0,0,1
875,1773098489543.839100,0,0,0,1
876,1773098489608.753900,0,0,0,1
877,1773098489672.461300,0,0,0,1
878,1773098489737.676700,0,0,0,1
879,1773098489803.620400,0,0,0,1
880,1773098489866.795800,0,0,0,1
881,1773098489931.870200,1,1,1,1
882,1773098489995.449800,1,1,1,1
883,1773098490060.027200,0,0,0,1
884,1773098490123.678100,0,0,0,1
885,1773098490188.768200,0,0,0,1
886,1773098490252.846900,0,0,0,1
887,1773098490317.623400,0,0,0,1
888,1773098490383.797800,0,0,0,1
889,1773098490446.550900,0,0,0,1
890,1773098490513.887200,0,0,0,1
891,1773098490579.654100,0,0,0,1
892,1773098490643.792500,0,0,0,1
893,1773098490707.507000,0,0,0,1
894,1773098490772.053200,0,0,0,1
895,1773098490836.421100,0,0,0,1
896,1773098490902.027200,0,0,0,1
897,1773098490966.928300,0,0,0,1
898,1773098491029.800500,0,0,0,1
899,1773098491093.847700,0,0,0,1
900,1773098491158.803000,0,0,0,1
901,1773098491222.328400,1,1,1,1
902,1773098491287.665400,1,1,1,1
903,1773098491352.143900,1,1,1,1
904,1773098491416.290200,0,0,0,1
905,1773098491483.498100,0,0,0,1
906,1773098491545.835700,0,0,0,1
907,1773098491609.579000,0,0,0,1
908,1773098491673.682900,0,0,0,1
909,1773098491738.393100,0,0,0,1
910,1773098491803.204000,0,0,0,1
911,1773098491867.830800,0,0,0,1
912,1773098491931.855700,0,0,0,1
913,1773098491996.274400,0,0,0,1
914,1773098492061.265600,0,0,0,1
915,1773098492126.889600,0,0,0,1
916,1773098492189.475100,0,0,0,1
917,1773098492255.659400,0,0,0,1
918,1773098492318.662900,0,0,0,1
919,1773098492382.781400,0,0,0,1
920,1773098492447.321700,1,1,1,1
921,1773098492511.979800,1,1,1,1
922,1773098492576.116900,0,0,0,1
923,1773098492643.608600,0,0,0,1
924,1773098492705.515300,0,0,0,1
925,1773098492770.141100,0,0,0,1
926,1773098492834.164000,0,0,0,0
927,1773098492898.354700,0,0,0,0
928,1773098492962.874900,0,0,0,0
929,1773098493027.590200,0,0,0,0
930,1773098493093.485300,0,0,0,0
931,1773098493157.182000,0,0,0,0
932,1773098493220.445800,0,0,0,0
933,1773098493284.882200,0,0,0,0
934,1773098493349.465000,0,0,0,0
935,1773098493414.611000,0,0,0,0
936,1773098493480.868500,0,0,0,0
937,1773098493542.926900,0,0,0,0
938,1773098493607.963000,0,0,0,0
939,1773098493671.592400,0,0,0,0
940,1773098493736.076200,1,1,1,0
941,1773098493800.704900,0,0,0,0
942,1773098493865.234500,0,0,0,0
943,1773098493929.941700,0,0,0,0
944,1773098493994.844500,0,0,0,0
945,1773098494061.045500,0,0,0,0
946,1773098494122.713600,0,0,0,0
947,1773098494187.689100,0,0,0,0
948,1773098494251.889700,0,0,0,0
949,1773098494316.531300,0,0,0,0
950,1773098494380.828600,0,0,0,0
951,1773098494446.102500,0,0,0,0
952,1773098494511.917800,0,0,0,0
953,1773098494573.859700,0,0,0,0
954,1773098494640.860400,0,0,0,0
955,1773098494702.955700,1,1,1,0
956,1773098494767.459400,1,1,1,0
957,1773098494831.712500,0,0,0,0
958,1773098494897.253400,0,0,0,0
959,1773098494961.925800,0,0,0,0
960,1773098495025.934500,0,0,0,0
961,1773098495089.978600,0,0,0,0
962,1773098495156.903400,0,0,0,0
963,1773098495218.919500,0,0,0,0
964,1773098495283.382300,0,0,0,0
965,1773098495347.784400,0,0,0,0
966,1773098495412.551900,0,0,0,0
967,1773098495477.313500,0,0,0,0
968,1773098495544.016500,0,0,0,0
969,1773098495605.658200,0,0,0,0
970,1773098495670.152500,0,0,0,0
971,1773098495734.346300,0,0,0,0
972,1773098495798.790300,0,0,0,0
973,1773098495863.292200,0,0,0,0
974,1773098495928.539200,0,0,0,0
975,1773098495994.504000,0,0,0,0
976,1773098496057.000700,1,1,1,0
977,1773098496121.328400,1,1,1,0
978,1773098496186.208100,1,1,1,0
979,1773098496250.274000,0,0,0,0
980,1773098496314.924700,0,0,0,0
981,1773098496379.981500,0,0,0,0
982,1773098496445.739600,0,0,0,0
983,1773098496508.548600,0,0,0,0
984,1773098496572.612900,0,0,0,0
985,1773098496637.210500,0,0,0,0
986,1773098496702.103200,0,0,0,0
987,1773098496766.124000,0,0,0,0
988,1773098496831.230400,0,0,0,0
989,1773098496897.610800,0,0,0,0
990,1773098496959.491700,0,0,0,0
991,1773098497024.958000,0,0,0,0
992,1773098497087.992200,0,0,0,0
993,1773098497152.402200,1,1,1,0
994,1773098497217.225600,1,1,1,0
995,1773098497283.016800,1,1,1,0
996,1773098497346.283400,0,0,0,0
997,1773098497411.529600,0,0,0,0
998,1773098497476.509700,0,0,0,0
999,1773098497539.413400,0,0,0,0
1000,1773098497603.785400,0,0,0,0
1001,1773098497668.220100,0,0,0,0
1002,1773098497733.158800,0,0,0,0
1003,1773098497798.209800,0,0,0,0
1004,1773098497863.552900,0,0,0,0
1005,1773098497927.454600,0,0,0,0
1006,1773098497991.858600,0,0,0,0
1007,1773098498054.611200,0,0,0,0
1008,1773098498119.115900,0,0,0,0
1009,1773098498183.995800,0,0,0,0
1010,1773098498248.808200,0,0,0,0
1011,1773098498315.448900,0,0,0,0
1012,1773098498377.225300,1,1,1,0
1013,1773098498441.401800,1,1,1,0
1014,1773098498506.110200,1,1,1,0
1015,1773098498570.324900,0,0,0,0
1016,1773098498634.756000,0,0,0,0
1017,1773098498700.046800,0,0,0,0
1018,1773098498766.919300,0,0,0,0
1019,1773098498827.862200,0,0,0,0
1020,1773098498892.723300,0,0,0,0
1021,1773098498957.309400,0,0,0,0
1022,1773098499021.721000,0,0,0,0
1023,1773098499085.919200,0,0,0,0
1024,1773098499151.208600,0,0,0,0
1025,1773098499215.961700,0,0,0,0
1026,1773098499281.946300,0,0,0,0
1027,1773098499344.274600,0,0,0,0
1028,1773098499408.267700,0,0,0,0
1029,1773098499473.150500,0,0,0,0
1030,1773098499537.371900,0,0,0,0
1031,1773098499603.807100,0,0,0,0
1032,1773098499666.703900,1,1,1,0
1033,1773098499733.348100,1,1,1,0
1034,1773098499794.611600,0,0,0,0
1035,1773098499860.346800,0,0,0,0
1036,1773098499923.394100,0,0,0,0
1037,1773098499988.070100,0,0,0,0
1038,1773098500052.383600,0,0,0,0
1039,1773098500118.065200,0,0,0,0
1040,1773098500182.523100,0,0,0,0
1041,1773098500248.081000,0,0,0,0
1042,1773098500310.193600,0,0,0,0
1043,1773098500375.596300,0,0,0,0
1044,1773098500439.257400,0,0,0,0
1045,1773098500503.606800,0,0,0,0
1046,1773098500570.145800,0,0,0,0
1047,1773098500634.030000,0,0,0,0
1048,1773098500697.853200,0,0,0,0
1049,1773098500763.636200,0,0,0,0
1050,1773098500827.003600,0,0,0,0
1051,1773098500890.723100,0,0,0,0
1052,1773098500955.163200,1,1,1,1
1053,1773098501019.178400,0,0,0,1
1054,1773098501084.324400,0,0,0,1
1055,1773098501149.359500,0,0,0,1
1056,1773098501214.759000,0,0,0,1
1057,1773098501277.517400,0,0,0,1
1058,1773098501341.656300,0,0,0,1
1059,1773098501406.144900,0,0,0,1
1060,1773098501470.881700,0,0,0,1
1061,1773098501536.364600,0,0,0,1
1062,1773098501600.538600,0,0,0,1
1063,1773098501666.228400,0,0,0,1
1064,1773098501729.164900,0,0,0,1
1065,1773098501794.053600,0,0,0,1
1066,1773098501857.324300,0,0,0,1
1067,1773098501921.835500,0,0,0,1
1068,1773098501986.349900,1,1,1,1
1069,1773098502051.326500,1,1,1,1
1070,1773098502115.123000,0,0,0,1
1071,1773098502181.803300,0,0,0,1
1072,1773098502244.096500,0,0,0,1
1073,1773098502308.778000,0,0,0,1
1074,1773098502373.249700,0,0,0,1
1075,1773098502437.584700,0,0,0,1
1076,1773098502502.417900,0,0,0,1
1077,1773098502566.850000,0,0,0,1
1078,1773098502630.988500,0,0,0,1
1079,1773098502696.663700,0,0,0,1
1080,1773098502759.866200,0,0,0,1
1081,1773098502824.304300,0,0,0,1
1082,1773098502890.437500,0,0,0,1
1083,1773098502953.225500,0,0,0,1
1084,1773098503017.998800,1,1,1,1
1085,1773098503082.170900,1,1,1,1
1086,1773098503148.683200,1,1,1,1
1087,1773098503211.215000,1,1,1,1
1088,1773098503276.704200,1,1,1,1
1089,1773098503339.717200,0,0,0,1
1090,1773098503404.181900,0,0,0,1
1091,1773098503469.269000,0,0,0,1
1092,1773098503533.478800,0,0,0,1
1093,1773098503597.871100,0,0,0,1
1094,1773098503662.640200,0,0,0,1
1095,1773098503727.995400,0,0,0,1
1096,1773098503790.887600,0,0,0,1
1097,1773098503856.494900,0,0,0,1
1098,1773098503921.927900,0,0,0,1
1099,1773098503985.404900,0,0,0,1
1100,1773098504050.153900,0,0,0,1
1101,1773098504114.580200,0,0,0,1
1102,1773098504181.699200,0,0,0,1
1103,1773098504244.221300,0,0,0,1
1104,1773098504308.183900,0,0,0,1
1105,1773098504372.632500,1,1,1,1
1106,1773098504437.265000,1,1,1,1
1107,1773098504501.770100,0,0,0,1
1108,1773098504566.307500,0,0,0,1
1109,1773098504633.889700,0,0,0,1
1110,1773098504695.274200,0,0,0,1
1111,1773098504761.650300,0,0,0,1
1112,1773098504823.566900,0,0,0,1
1113,1773098504888.047100,0,0,0,1
1114,1773098504953.901700,0,0,0,1
1115,1773098505018.113900,0,0,0,0
1116,1773098505082.378400,0,0,0,0
1117,1773098505149.124200,0,0,0,0
1118,1773098505211.416700,0,0,0,0
1119,1773098505275.173000,0,0,0,0
1120,1773098505339.731300,0,0,0,0
1121,1773098505404.644800,0,0,0,0
1122,1773098505468.803800,1,1,1,0
1123,1773098505533.662500,1,1,1,0
1124,1773098505600.988400,1,1,1,0
1125,1773098505664.558100,1,1,1,0
1126,1773098505726.617000,0,0,0,0
1127,1773098505790.720700,0,0,0,0
1128,1773098505855.182100,0,0,0,0
1129,1773098505920.408000,0,0,0,0
1130,1773098505984.876300,0,0,0,0
1131,1773098506050.774000,0,0,0,0
1132,1773098506113.336800,0,0,0,0
